evolution$generation,evolution$evaluated,unemploymentShare,workPermitShare,perceivedInformalityCoef,jobSimilarityHierarchy,socialNetworkCoef,socialNetworkHierarchy,socialNetworkMode,informalityError,unemploymentError,evolution$samples,workPermitShare,socialNetworkHierarchy,unemploymentShare,iterations,unemploymentError,perceivedInformalityCoef,jobsNumber,socialNetworkMode,informalityError,replication,jobSimilarityHierarchy,socialNetworkCoef,workersNumber,jobSeekingNumber
500,500,0.34215208594280544,0.9,-5.02991422718287,0.0,-4.772804481136845,3.032138671244402,random,0.19416378462923667,0.19161354581673326,7,"[0.9,0.9,0.9,0.9,0.9,0.9,0.9]","[3.032138671244402,3.032138671244402,3.032138671244402,3.032138671244402,3.032138671244402,3.032138671244402,3.032138671244402]","[0.34215208594280544,0.34215208594280544,0.34215208594280544,0.34215208594280544,0.34215208594280544,0.34215208594280544,0.34215208594280544]","[500,500,500,500,500,500,500]","[0.1832470119521916,0.19161354581673326,0.19802788844621536,0.18623505976095664,0.1830478087649405,0.19324701195219138,0.19340637450199236]","[-5.02991422718287,-5.02991422718287,-5.02991422718287,-5.02991422718287,-5.02991422718287,-5.02991422718287,-5.02991422718287]","[200,200,200,200,200,200,200]","[random,random,random,random,random,random,random]","[0.22166477275563623,0.23641035778892616,0.22151956406291406,0.18017044722630426,0.18053281758771922,0.16293716939783498,0.19416378462923667]","[-9035351394611480119,-8215120897407997190,5049433652761669036,3461651614253262829,8667111635007578737,-6403883944051033022,-3904694632100716107]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[-4.772804481136845,-4.772804481136845,-4.772804481136845,-4.772804481136845,-4.772804481136845,-4.772804481136845,-4.772804481136845]","[100,100,100,100,100,100,100]","[20,20,20,20,20,20,20]"
500,500,0.2500936059929244,0.1,8.549821571824857,0.0,-1.4399015320171547,4.159192439816644,random,1.0279165167359494E-4,0.030298804780876543,1,"[0.1]","[4.159192439816644]","[0.2500936059929244]","[500]","[0.030298804780876543]","[8.549821571824857]","[200]","[random]","[1.0279165167359494E-4]","[3583759408408050575]","[0.0]","[-1.4399015320171547]","[100]","[20]"
500,500,0.28475406040718615,0.9,-5.967413379906571,5.0,-1.0856278555101575,2.1666200886896796,random,0.6358039597596781,0.07647410358565729,6,"[0.9,0.9,0.9,0.9,0.9,0.9]","[2.1666200886896796,2.1666200886896796,2.1666200886896796,2.1666200886896796,2.1666200886896796,2.1666200886896796]","[0.28475406040718615,0.28475406040718615,0.28475406040718615,0.28475406040718615,0.28475406040718615,0.28475406040718615]","[500,500,500,500,500,500]","[0.07252988047808764,0.0709760956175299,0.07643426294820718,0.07862549800796828,0.07890438247011947,0.0765139442231074]","[-5.967413379906571,-5.967413379906571,-5.967413379906571,-5.967413379906571,-5.967413379906571,-5.967413379906571]","[200,200,200,200,200,200]","[random,random,random,random,random,random]","[0.636,0.6357726827033756,0.6358869257270435,0.6349536048199423,0.6357229705848547,0.6358352368159804]","[8796624062919058740,3797012683570821978,2313822944526182909,4746996346228614906,-3397959995905760967,-1355886137431150309]","[5.0,5.0,5.0,5.0,5.0,5.0]","[-1.0856278555101575,-1.0856278555101575,-1.0856278555101575,-1.0856278555101575,-1.0856278555101575,-1.0856278555101575]","[100,100,100,100,100,100]","[20,20,20,20,20,20]"
500,500,0.25914820494049473,0.9,-2.003805031233899,0.0,-4.080507120273726,1.989771689032462,proximity,0.21283854454139173,9.362549800797648E-4,1,"[0.9]","[1.989771689032462]","[0.25914820494049473]","[500]","[9.362549800797648E-4]","[-2.003805031233899]","[200]","[proximity]","[0.21283854454139173]","[-7452729739324342400]","[0.0]","[-4.080507120273726]","[100]","[20]"
500,500,0.41912625810483517,0.9,3.3675531212050576,0.0,-8.364626421772655,0.4300289802799259,proximity,0.13491281660764454,0.2940836653386453,5,"[0.9,0.9,0.9,0.9,0.9]","[0.4300289802799259,0.4300289802799259,0.4300289802799259,0.4300289802799259,0.4300289802799259]","[0.41912625810483517,0.41912625810483517,0.41912625810483517,0.41912625810483517,0.41912625810483517]","[500,500,500,500,500]","[0.2918525896414341,0.29217131474103575,0.2940836653386453,0.2983466135458165,0.3020119521912352]","[3.3675531212050576,3.3675531212050576,3.3675531212050576,3.3675531212050576,3.3675531212050576]","[200,200,200,200,200]","[proximity,proximity,proximity,proximity,proximity]","[0.1128080516709069,0.13572571001387662,0.13491281660764454,0.17111032602260823,0.1256178017413972]","[3827886421301108980,-4622378830215235879,3980903804233005783,2305475759991532726,587663889404080770]","[0.0,0.0,0.0,0.0,0.0]","[-8.364626421772655,-8.364626421772655,-8.364626421772655,-8.364626421772655,-8.364626421772655]","[100,100,100,100,100]","[20,20,20,20,20]"
500,500,0.719853664950718,0.9,8.246469816560886,0.0,8.383601427813748,2.10929590603717,proximity,0.03526481337617873,0.49571713147410307,2,"[0.9,0.9]","[2.10929590603717,2.10929590603717]","[0.719853664950718,0.719853664950718]","[500,500]","[0.4954780876494016,0.49595617529880454]","[8.246469816560886,8.246469816560886]","[200,200]","[proximity,proximity]","[0.03815739576144023,0.03237223099091724]","[6558259141944029200,-6519827706492207979]","[0.0,0.0]","[8.383601427813748,8.383601427813748]","[100,100]","[20,20]"
500,500,0.18494166866186068,0.9,-2.4177735967933263,0.0,-3.439807663369269,1.6098062609306272,proximity,0.1611683621074982,0.206394422310757,5,"[0.9,0.9,0.9,0.9,0.9]","[1.6098062609306272,1.6098062609306272,1.6098062609306272,1.6098062609306272,1.6098062609306272]","[0.18494166866186068,0.18494166866186068,0.18494166866186068,0.18494166866186068,0.18494166866186068]","[500,500,500,500,500]","[0.206394422310757,0.21077689243027892,0.2060358565737052,0.2104183266932271,0.2030876494023905]","[-2.4177735967933263,-2.4177735967933263,-2.4177735967933263,-2.4177735967933263,-2.4177735967933263]","[200,200,200,200,200]","[proximity,proximity,proximity,proximity,proximity]","[0.198583038046653,0.16750464058401693,0.1611683621074982,0.13590286661567152,0.11183665936370313]","[4049269753306097070,8247637756948987603,-6369040897162469316,-2384475223052962465,-5581168306762597547]","[0.0,0.0,0.0,0.0,0.0]","[-3.439807663369269,-3.439807663369269,-3.439807663369269,-3.439807663369269,-3.439807663369269]","[100,100,100,100,100]","[20,20,20,20,20]"
500,500,0.5694521409081823,0.9,-7.288479342969411,5.0,3.059073058615809,0.9075158917411512,random,0.045196782291981236,0.4198804780876493,2,"[0.9,0.9]","[0.9075158917411512,0.9075158917411512]","[0.5694521409081823,0.5694521409081823]","[500,500]","[0.41982071713147384,0.4199402390438247]","[-7.288479342969411,-7.288479342969411]","[200,200]","[random,random]","[0.04838251956614886,0.04201104501781361]","[2431678319713137090,6061198892345243289]","[5.0,5.0]","[3.059073058615809,3.059073058615809]","[100,100]","[20,20]"
500,500,0.40525405748419774,0.1,2.793176641254199,5.0,-7.617206053509063,0.28076857869511074,proximity,0.05316074812888527,0.2850996015936256,2,"[0.1,0.1]","[0.28076857869511074,0.28076857869511074]","[0.40525405748419774,0.40525405748419774]","[500,500]","[0.2809362549800799,0.28926294820717124]","[2.793176641254199,2.793176641254199]","[200,200]","[proximity,proximity]","[0.037919000966319116,0.06840249529145143]","[7575309543230944471,1439156748386314802]","[5.0,5.0]","[-7.617206053509063,-7.617206053509063]","[100,100]","[20,20]"
500,500,0.26293340635795165,0.1,4.6272392830878335,0.0,-0.7842041422778792,4.3731013519036,proximity,0.20447184286733294,0.0027490039840638303,4,"[0.1,0.1,0.1,0.1]","[4.3731013519036,4.3731013519036,4.3731013519036,4.3731013519036]","[0.26293340635795165,0.26293340635795165,0.26293340635795165,0.26293340635795165]","[500,500,500,500]","[6.175298804781681E-4,0.0013745019920319568,0.012729083665338536,0.004123505976095704]","[4.6272392830878335,4.6272392830878335,4.6272392830878335,4.6272392830878335]","[200,200,200,200]","[proximity,proximity,proximity,proximity]","[0.2011992194855743,0.2077444662490916,0.2526418107242383,0.17324068531183123]","[5502606738941456652,-1973724187272432767,1755061244740116576,-8833429070736186077]","[0.0,0.0,0.0,0.0]","[-0.7842041422778792,-0.7842041422778792,-0.7842041422778792,-0.7842041422778792]","[100,100,100,100]","[20,20,20,20]"
